id,kind,book,subject,chapter,page,number,keyword,formula,reviewNeeded,question
tx-grid-0523-02,exercise,전력계통공학,계통공학,9장 연습문제,523,2,전압,True,True,"정격 용량 400[4[ 4], 단락비가 0.9인 터빈 발전기가 단락 SF 1000[0시의 모선에 접속되어 있다. 이 발전기가 정격 전압 및 정격 전압의 95[%에서 운전할 때의 전력, 무 효 전력에 관한 안정 한계 곡선을 그려라."
tx-grid-0523-03,exercise,전력계통공학,계통공학,9장 연습문제,523,3,안정도,True,False,"제동 ASS 고려한 1기 무한대 모선 계통의 정태 안정도는 제동 계수 DQ] 부호가 정이 면 안정하다는 것을 설명하여라. 또, 이때의 동요의 주기를 구하여라."
tx-grid-0523-04,exercise,전력계통공학,계통공학,9장 연습문제,523,4,변압기,True,True,"그림 9-433 같이 600060]의 발전기가 전압이 345[6]인 무한대 모선에 연결되어 5500004], 역률 0.9(지상)로 AGS 공급하고 있을 때 이 계통의 정태 안정 극한 전력은 얼마로 되겠는가 단, 그림에 표시되지 않는 다른 정수는 무시한다. OA 2 EY aed 모선 발전기 변압기 변압기 부하 55000] 60000] 역률 0.9(지상) (8) 계통도 쑥=845000] X4=30(%) Xg=171%) X= 7.52] Xp = 10186] ㆍ ..0"
tx-grid-0523-05,exercise,전력계통공학,계통공학,9장 연습문제,523,5,단위,True,True,단위 관성 정수 HE 발전기의 축세차(17466) 효과 GD [kg - m]S 사용하면 다음 식으로 주어진다는 것을 보여라. y= 287GD rpm/1000) 107 [sec] Py
ex-grid-0583-01,example,전력계통공학,계통공학,3장,583,4-6,에서와,True,True,"에서와 같이 뉴턴ㅡ랩슨법에 의한 수정 방정식은 AP, 46, al Ab, AP) = (Ml 00 ag AQ, z= 로 되는데 여기서 [N]=0, [4] =022 둔 것이 260042160법이다. 원래"
ex-grid-0583-02,example,전력계통공학,계통공학,3장,583,4-6,뉴턴,True,True,"의 뉴턴ㅡ랩슨법에서도 [ ] =0, [44] =0으로 되어 있기 때문에 이 경 우어는 양자 간에 아무런 차이가 없어 앞서 구한 그대로 계산할 수 있다. (2) Fast Decoupled d 먼저 Fast 260040160법에 의한 수정 방정식은 420 Eo [F 0 Ae ag lo a ) Lag Ee 로 된다. 여기서 [B94 [8 ]는 [- Yous] 행렬의 A 서셉턴스에 대응하는 것이다. 즉, 이 예에서는"
ex-generation-0029-01,example,최신 발전공학,발전공학,2장 수력발전의 개요,29,21,수차,True,False,"총 낙차(29) 300[m], 사용수량(0) 20[m /slel 발전소의 수차출력( ,), 발전 기 출력(2 , )을 구하여라."
ex-generation-0029-02,example,최신 발전공학,발전공학,2장 수력발전의 개요,29,2.2,수력,True,True,"유효낙차 3017], 출력 20,000[ 401의 수력 발전소를 전부하로 운전할 경우, 1 시간당의 사용수량은 몇 [0 인가 단, 수차 및 발전기의 SSS 각각 82[%] 및 95[%]라고 한다. 수차 및 발전기의 효율이 주어졌기 때문에 매초당의 사용수량 QE _ 20,000 _ O= Sexaoxosmxons 7 3lm /s 로 되므로 1시간당의 사용수량 QE Q) =87.3 60 x 60 = 316,000[m ] (or 2.3 최대출력 50,000[kWI2]"
ex-generation-0041-01,example,최신 발전공학,발전공학,2장 수려발전의 개요,41,2.5,수력,True,True,"상시 출력 8,000[kw], 상시 첨두출력 12.000[ ], 8시간 계속 발전할 수 있는 BSAA 수력 발전소가 있다. 평균 유효낙차가 60[0)이고 수차, 발전기의 종 합효율이 80[%]라고 할 때. 저수면적 80,000[07로 단면적이 일정한 이 조정 지에서는 위와 같은 SHS AAS 경우 수심 몇 [7]까지 사용하면 되겠는가 단, 이 조정지에서는 낙차변동의 영향은 무시하는 것으로 한다. 6300 25 출력시의 사용수량을 2,[ㅠ /9], 상시 출력시의"
ex-generation-0042-01,example,최신 발전공학,발전공학,2장 수려발전의 개요,42,2.6,수력,True,True,유효 저수용량 200x10 [mo] 조정지를 갖는 유효낙차가 80[0)인 수력 발전 소가 있다. 자연유량이 25 [01 /6]일 때 그림 2.13과 같은 부하곡선으로 운전하 였을 경우의 첨두부하 시 및 저수 시(곧 경부하시가 됨)의 출력을 구하여라.
ex-generation-0044-01,example,최신 발전공학,발전공학,2장 수려발전의 개요,44,2.8,수력,True,True,"경사 1/1,500, Sz 3[070의 HES 갖는 수력 발전소가 있다. 이 발전소의 a 수구와 방수구와의 TARE 170[m], 수압관의 손실낙차를 1.5[01], 방수구의 손실낙차를 1 [m], 최대 사용수량을 매초 50[077 라고 한다면 이 발전소에서 발 생할 수 있는 최대출력은 몇 [ /]인가 또, 발전소가 연부하율 60[%]로 운전 할 경우 연간 발생 전력량은 얼마[ ]인가 단, 수차의 SSS 86[%], 발전기 의 효율은 96[%]라고 한다. i h"
ex-generation-0045-01,example,최신 발전공학,발전공학,2장 수려발전의 개요,45,2.9,낙차,True,True,"낙차 30[071의 상부 저수지에 OHA 30[0 1의 수량을 4시간 연속해서 양수한 다 음 이것을 방류해서 발전할 경우 (1) 양수용 전력량 Ww, (2) 조정지 BBV (3) 발전 전력량 We (4) 양수 발전의 효율 7 를 구하여라."
tx-generation-0049-05,exercise,최신 발전공학,발전공학,2장 수려발전의 개요,49,5,수차,True,True,"유효낙차 300[2], 사용수량 150[m5/s], 수차효율 87[%], 발전기 효율 96[%)일 때의 이론출력 및 발전기 출력을 구하여라."
tx-generation-0049-06,exercise,최신 발전공학,발전공학,2장 수려발전의 개요,49,6,수력,True,True,"유효낙차 100[ㅁ1, 사용수량 60[ㅁ /8의 수력지점을 개발할 때 대략 몇 [ㅠ ]의 발전 출력을 얻을 수 있겠는가 단, 발전기 및 수차의 종합효율은 80[%]라고 한다."
tx-generation-0049-07,exercise,최신 발전공학,발전공학,2장 수려발전의 개요,49,7,수차,True,True,"유효낙차 50[m], 출력 40,000kW]9] 수차 발전기를 전부하로 운전할 경우 1일간의 사용수량 QE 얼마로 FRET 단, /, =90[%],"
tx-generation-0049-08,exercise,최신 발전공학,발전공학,2장 수려발전의 개요,49,7,97,True,False,= 97[%]라고 한다.
tx-generation-0049-09,exercise,최신 발전공학,발전공학,2장 수려발전의 개요,49,8,수차,True,True,"총낙차 80.9[ㅁ], 사용수량 30[7 /8의 발전소가 있다. 수로의 SH 3,800[m], 수로 구배 1/2,000, 수압철관의 손실낙차 1[70]라고 한다면 이 발전소의 출력은 얼마[ㅠ ] 인가 또, 여기에 시설하여야 할 발전기 SS 대로 하려면 발전기 및 수차의 용량은 각각 얼마로 하여야 할 것인가 단, 수차의 효율은 86[%], 발전기의 ASL 96[%]라고 한다."
tx-generation-0049-10,exercise,최신 발전공학,발전공학,2장 수려발전의 개요,49,9,수력,True,True,"최대 사용수량 120[ㅠ /8 , 유효낙차 75[m], 발전소 종합효을 85[%]인 수력 발전소의 최 대출력 을 구하여라. 또, 이 발전소를 1년 중 200일간은 평균 사용수량 100[ㅁ /8], 효율 70[%)로, 50일간은 평균 사용수량 60[ㅁ /8], 효율 55[% 로, 나머지 기간은 최대 사용수량으로 운전하였다고 하면 1년 365일을 통한 전발전량 wWikwhle 얼마가 되겠 는가 단, 유효낙차는 사용수량의 대소에 관계없이 일정하다고 한다."
ex-generation-0052-01,example,최신 발전공학,발전공학,2장 수력발전의 개요,52,3.1,그림,True,True,"그림 3.2와 같이 수심이 50[00(인 수조가 있다. 이 수조의 측면에 미치는 수압 쓰는 얼마인가 50120 그림 3.2 정수 중 임의의 깊이 AA 압력의 세기 pe p=1,000H [kg/m ]= 7 H[kg/om ] roy a Hm) pS Aol vase 그림 3.3에서 AW p,=0(H=0) Cc B 1 qyatke/cm ] Ba pg=1,000H [ke/m ]= 75 [ke/em ] 그림 3.3 따라서 48면(즉, 측면)에 작용하는 평균압력의 세기 2"
ex-generation-0061-01,example,최신 발전공학,발전공학,2장 수력발전의 개요,61,3.3,그림,True,False,그림 3.11과 같은 수조에 물이 채워져 있다. 수면으로부터 20 [01] 깊이의 측벽 에 분출공을 들었을 때 물이 이 구멍으로부터 분출하는 분출속도를 구하여라.
ex-generation-0061-02,example,최신 발전공학,발전공학,2장 수력발전의 개요,61,3.4,수력,True,True,"낙차가 중간 정도의 수력 발전소에서 유효낙차 [00]가 변화하였을 경우 이에 따라 수차의 최대출력 PE 어떻게 변화하는가 단, 이 경우 수차효율 n= 일 정하다고 한다. 수차출력 P= 9.8 QHn, 000] 그림 8.1에서 수압관 출구의 단면적을 Alm ), 48 vlm/slet 하면 수량 Q [m/s] 는 연속의 원리에 따라 Qz= Av [m/s] 3 한편, 유속 vb 토리첼리의 정리로부터 수압관 이므로 6 v[nvs] Q= Ae Vig Aer] 로 된다."
ex-generation-0067-01,example,최신 발전공학,발전공학,3장 수력학 7,67,4.3,수력,True,True,"평균표고 300[m], 면적 50만[79인 지역의 연간 강수량이 1500[0071일 때 이론 포장(원를)수력, 포장수력 및 발전소 용량을 구하여라."
ex-generation-0067-02,example,최신 발전공학,발전공학,3장 수력학 7,67,4.4,수력,True,False,다음과 같은 수력 발전소의 최대 출력을 계산하여라.
ex-generation-0072-01,example,최신 발전공학,발전공학,4장 유랑과닉차,72,4.5,수력,True,True,"유역면적 A00[km ], 1년간의 총강수량 1.500[000인 수력지점이 있다. 유출계 수를 70[%]라 하고 HFSS 연간 평균유량의 1/3 이라고 할 때 이 하천의 저수 Be 얼마인가 연간 BERS Olm/ske 식 (4.1로부터 저수량은 연간 평균 유량 (2 의 1/9이라고 하였으므로 13.32 ie 4.44 [m /s] ("
ex-generation-0072-02,example,최신 발전공학,발전공학,4장 유랑과닉차,72,4.6,수력,True,True,"그림 4.6과 같은 유황곡선을 가진 하천에서 최대 사용 수량 9O[m /s], 최소 At 용수량 30[01 /6], 유효낙차 60[001의 수력 발전소를 설계할 경우 아래 사항의 US 구하여라."
ex-generation-0074-01,example,최신 발전공학,발전공학,4장 유랑과닉차,74,47,수차,True,True,"7. 직하에 발전소를 둔 조정지식 발전소가 있다. 하천의 유황꼭선은 그림 4.7과 BON, 풍수량 이하의 유량범위에서는 유량 [07 /5]와 일수 7과의 관계가 같 은 그림의 수식으로 표시된다고 한다. 이 발전소의 최대 사용수량은 풍수량과 같으며, 또 유효낙차는 100[01], 수차와 발전기의 종합효율은 88[%로서 사용 수량에 관계없이 일정하다고 할 경우, 이 발전소에 대해서 다음의 값을 구하여 라. 단, 이 조정지는 일간 조정용의 것이라고 한다. 노새 Q 1"
ex-generation-0085-01,example,최신 발전공학,발전공학,4장 Selah At,85,4.8,수차,True,True,"평균 유효낙차 5O[m], BE 160,000[kw], SH 저수량 40.000,000[07 의 발 전소가 있다. 이 저수량은 몇 [kwh]oil 해당하는가 단, 수차의 효율은 86[%], 발전기 효율은 97[%]이다. 160,000 [kW] 발전하는 데 필요한 유량을 [ㅁㅠ /이라고 하면 160,000 = 9.8 x 50x Qx 0.86 x 0.97245) ee 160,000 _ + O- Taxepxasexoor 89143im /s] 1시간의 발전량 160,0"
ex-generation-0086-01,example,최신 발전공학,발전공학,4장 Selah At,86,4.10,수력,True,True,"유역면적 200[07], 1년간의 총강수량 1,500[mm]e 수력지점이 있다. 유출계 수를 70[%]라 하고 갈수량을 연간 평균유량의 1/3 이라고 한다면 갈수량은 얼 마인가 다음 갈수 시에 이 유량을 사용해서 그림 4.19와 같은 부하율 50[%]1, 첨두부하 계속시간 4시간의 부하를 담당해서 발전하는 데 필요한 조정지의 용 량을 구하여라."
tx-generation-0088-01,exercise,최신 발전공학,발전공학,4장 Selah At,88,1,유역면적,True,True,"유역면적 60002], 연강수량 2,300imm] 2] 하천에 유출하는 연간 평균유량 [m/s] 을 구하여라. 단, 이 하천의 유출계수는 70[%]라고 한다."
tx-generation-0088-02,exercise,최신 발전공학,발전공학,4장 Selah At,88,2,수력,True,True,"유역 면적 400[km ), 1년의 총강수량 1500[ㅁ00]인 수력지점이 있다. 유출계수를 70 19]라 하고 갈수량올 연간 평균유량의 1/3이라고 할 때 이 하천의 갈수량은 얼마인가"
tx-generation-0088-07,exercise,최신 발전공학,발전공학,4장 Selah At,88,7,수차,True,True,"평균 유효낙차 60.6[m], HSS 5,000[kw]o] 발전소에서 유효용량 80,000[2 ]의 조정지를 가지고 있다. 상시 사용수량이 6[0 /61라고 할 때 이 조정지를 이용하면 발전 소를 최대출력으로 몇 시간 운전할 수 있겠는가 단, 수차 발전기의 종합효율은 80[%] 라고 한다."
tx-generation-0088-08,exercise,최신 발전공학,발전공학,4장 Selah At,88,8,면적,True,True,"면적 80,000[m7]2] 조정지가 있다. 이 조정지에 대하여 다음 각 사항을 계산하여라. (4) 이용수심 1[20]당의 유효 저수량 (2) 평균 유효낙차 75 [mJ] 대하여 이용수심 1[ㅁ]당의 발생 전력량 단, 발전소 종합효율은 80 [WS 일정하다고 한다."
ex-generation-0107-01,example,최신 발전공학,발전공학,5장 수력설비,107,5.1,수력,True,True,"유효낙차 80007], 출력 40,000[kw]o] 수력 발전소에서 사용하게 될 수압관의 평균지름(안지름)은 얼마인가 단, 발전소의 종합효율은 80[%], 수압관 내의 유속은 3[07/6]라고 한다. 먼저 이 발전소의 유량 Omsk P=9.8 Fn, ZEA 다옴과 같이 구해진다, 고 40,000 , = 98800, 9.8×80×08 63 78[m /s] 따라서 수압관의 ASS DABS Alm ), 유속을 vlm/s]2t 할 때 Q=Av= we tv 의 관계로부터"
ex-generation-0107-02,example,최신 발전공학,발전공학,5장 수력설비,107,5.2,수차,True,True,"사용수량 5[7 /6], 수조수면과 수차와의 고저차가 160[0]인 발전소에 용접수 압 철관 1관을 설치하려고 할 경우, 철관의 안지름 및 상ㆍ하 양단에서의 강판 의 두께를 계산하여라."
ex-generation-0135-01,example,최신 발전공학,발전공학,0장 수차,135,6.2,수차,True,True,"펠톤 수차를 사용하는 발전소가 있다. 수조면과 수차의 노즐과의 고저차가 200 [001에서 수차와 직결된 발전기가 60,000[kWIS 발생하고 있다. 수차와 발전기 와의 합성효율은 75[%], 수압관 내의 수두손실을 고저차의 2[%]라고 하면 사용 수량은 몇 [m /s]2 71 제의에 따라 수압관 내의 손실수두가 2[% 이므로 유효낙차 는 교=200-200×0.02=196[2ㅁ2] 따라서 1초당의 사용수량은 P=98n,7, 0H 의 관계삭으로부터 8 ca To"
ex-generation-0136-01,example,최신 발전공학,발전공학,0장 수차,136,6.3,수차,True,True,"유효낙차 150[0]에서 출력 26,500[kwlel 수차가 있다. 유효낙차가 5007] 저하 하였을 때의 SAS 구하여라."
ex-generation-0137-01,example,최신 발전공학,발전공학,0장 수차,137,6.4,주파수,True,True,"유효낙차 160[m], 출력 22,500[kw], 주파수 60[121의 수차 발전기의 정격 회 전속도를 구하여라."
ex-generation-0138-01,example,최신 발전공학,발전공학,0장 수차,138,6.6,주파수,True,True,"= osust 256[m], 출력 40,000[kw], 주파수 60 [Hz]e 수차 발전기의 회전수 10071]는 얼마로 하면 적당하겠는가 단, 수차의 비속도 한도 의 개략값은 _ 20,000 . = Fry 99 t 0000 - kW] 로 표시된다고 한다. 제의에 따라 어 수차의 비속도의 한도 NE 20,000 은 = 256+20 7 20 + 102.5[m - kW] 비속도의 일반식은 수차 ASS N[rpm], 출력을 2 100 ]라고 할 때 20213 가 이므"
ex-generation-0139-01,example,최신 발전공학,발전공학,0장 수차,139,6.7,주파수,True,True,"유효낙차 10[0], 사용수량 20.3(07 /8의 수력을 얻을 수 있는 지점에 발전소 를 건설할 경우 수차, 발전기의 회전수는 얼마가 적당하겠는가 단, 수차 효율 은 87[%], 주파수는 6012], 비속도 의 한계값은 20,000 . N.S Fea 30 때 kw] 로 표시된다고 한다. 먼저 이 발전소에 설치할 수차(를 낙차, 사용수량이 각각 110 m], 20.3[2 /61로 중 간 정도이므로 프란시스 수차가 적당함)의 비속도의 한계값 NE 20,000. 0"
ex-generation-0140-01,example,최신 발전공학,발전공학,0장 수차,140,6.8,주파수,True,True,". 유효낙차 200[m], 최대 사용수량 8207 /9]의 수력 발전소를 건설해서 주파수 가 601721인 전력계통에 연계시키고자 한다. 이 경우 아래 값을 구하여라."
ex-generation-0149-01,example,최신 발전공학,발전공학,6장 수차,149,6.10,주파수,True,True,"60[121에서 300[ ㅠ0의 수차발전기의 극수[7 는 얼마인 가. 또 48극수의 수차 발전기의 회전수는 얼마인가 회전수 Nirpm), 주파수 7182], 극수 7의 사이에는 y= pe 의 관계가 있기 때문에 이 식을 사용해서 = 00. 10500, P= = 399 지키 N= ee 0 150.0[rpm] (ora 61 최대 사용수량 및 유효낙차가 주어진 수력 발전소를 설계함에 있어서 수차 발 전기의 단위용량을 크게 해서 대수를 적게 하는 경우와 단위용량을 작게"
ex-generation-0162-01,example,최신 발전공학,발전공학,6장 수차,162,6.13,수차,True,True,"정격 회전수 375[ 607 의 프란시스 수차가 전부하 SHS 하고 있을 때 갑자기 부하가 차단되었기 때문에 수차의 속도가 상승하였다. 이때의 속도 변동률이 25 [%]였다고 하면 수차의 속도 상승시의 회전수는 몇 [ 007]이었겠는가 속도 WEE 의 정의식은 = a 100%) 여기서, 2 정격 BASE [rpm] N 변화하였을 때의 회전속도 [rpm] 따라서 N= N,(1 +e) =375(1+0.25) 5 469[rpm] (16.14 정격 AHH Goltz],"
ex-generation-0163-01,example,최신 발전공학,발전공학,6장 수차,163,6.15,주파수,True,True,"정격출력 50,0000 4 의 수차 발전기가 6072 의 전력계통에 접속되어 전부 하, 정격 주파수로 운전 중에 있다. 여기서 이 계통에 접속되어 있던 일부의 부 하가 갑자기 차단되어 주파수가 60.3[[12 로 상승하였다고 하면 발전기 출력 kw] 어떻게 되겠는가 단, 수차 발전기의 속도 조정를은 4[%]라 하고 조속 기 특성은 직선이라고 한다. 속도 조정률의 일반식은 M- 2 b= oR 100 Py 이다. 제의에 따라 6) =4[%], Py= Py =50.0"
ex-generation-0166-01,example,최신 발전공학,발전공학,6장 수차,166,6.18,그림,True,True,"그림 6.40과 같이 2대의 발전기가 병렬문전하여 200[ / ]의 부하를 공급하고 있다. 이때 용량 100[Mw]e 발전기의 속도 ABS 6/는 4[%]이고, 용량 200 [Mw]e 8발전기의 속도 조정률 spo 4[%)(단, 속도 ABBE 어느 것이나 직 선 특성으로 가정함)라고 한다. 이 경우 양발전기의 조속기가 다같이 조속기 자 유운전(조속기 프리)한다고 하면 각 발전기의 부하분담은 어떻게 되겠는가 용량10004 _ 용량20004] 스발전기 8 발전기 %"
ex-generation-0176-01,example,최신 발전공학,발전공학,6장 수차,176,6.22,수차,True,True,". 발전기 정격출력 350[//4의 양수식 발전소가 있다. 양수종합(펌프 및 전동 기) 효율이 75[%], 발전종합(수차 및 발전기) 효율이 85[%]라고 할 때 1100 [Mwh]2 전력량으로 양수한 저수를 사용해서 최대출력의 발전을 계속할 수 있 는 시간은 얼마인가 단, 발전기의 역률은 100[%]라고 한다. 양수 전력량 ,10 )는 양수량을 Olm /s], 유효양정을 Alm], 양수시간을 /,41 라고 하면 W,,= Satin 0 Tha Mp 로 되고 발전"
tx-generation-0181-01,exercise,최신 발전공학,발전공학,6장 수차,181,10,어느,True,True,"어느 양수 발전소에서 40,000[MWh] 2] 전력량을 사용해서 60×1091ㅁㅠ 의 BS 양수 하였다고 한다면 이때의 유효양정(전양정)은 몇 [20 ]인가 단, 펌프 효율 =86[%], 전동기 효율"
tx-generation-0181-02,exercise,최신 발전공학,발전공학,6장 수차,181,4,98,True,False,=98[%]라 하고 양수에 따른 유효양정에는 변화가 없는 것으로 한다.
tx-generation-0181-03,exercise,최신 발전공학,발전공학,6장 수차,181,11,수차,True,True,"상부지와 하부지의 수위차가 250[ㅁ]인 양수 발전소가 있다. 수압관 기타의 손실이 4 [20]. 수차효율이 89[%], 발전기 효율이 98[%], 펌프효율이 88[%], 전동기 효율이 98 [%]라고 하면 이 양수 발전소의 종합효을은 얼마인가"
tx-generation-0181-04,exercise,최신 발전공학,발전공학,6장 수차,181,12,유효양정,True,True,"유효양정 90121, 펌프효율 87[% , 전동기 효율 98[% 의 양수 발전소가 있다. ARSE 량 50[2 /91로 4시간 발전하기 위한 양수량과 이때의 전력량을 구하여라."
tx-generation-0181-05,exercise,최신 발전공학,발전공학,6장 수차,181,13,600,True,True,"600,000[kWh]9] 전력량으로 유효양정 100[2]의 저수지에 양수할 경우의 가능 양수 Bm ]S 구하여라. 단, 펌프효율은 90[%], 전동기 효율은 98[%]라 하고 양수에 의한 유효양정은 변하지 않는다고 한다."
tx-generation-0181-06,exercise,최신 발전공학,발전공학,6장 수차,181,14,수차,True,False,"A, 8 대의 수차가 있다, ASA] 수량은 BEALS] 수량의 3배인데, 낙차는 BEAR 이 ASAD] 낙차보다 9배가 높다고 한다. 어느 쪽 수차의 회전수가 더 클 것인가 단, 능률 및 출력은 , 2 수차 공히 같다고 한다."
tx-generation-0181-07,exercise,최신 발전공학,발전공학,6장 수차,181,15,수차,True,True,"유효낙차 50[ㅁ]에서 출력 7,500[kW]2] 수차가 있다. 유효낙차가 2.51ㅁ]만큼 저하 하였다고 하면, 출력은 몇 [6 ]으로 떨어지겠는가 단, 수차의 안내 날개의 개도는 일정하다고 하고, 또 낙차변화에 따른 효율의 변화는 무시하는 것으로 한다."
tx-generation-0181-09,exercise,최신 발전공학,발전공학,6장 수차,181,10,주파수,True,True,"000[kW], 주파수 60[0/8 의 수차 발전기의 FASE 매분 몇 회전이 적당하겠는가 단, 수차의 특유속도 /,의 개략값은 유효낙차 로부터 _ 13,000 2 에 따라 구하는 것으로 한다. 또한, 계산된 특유속도의 값으로부터 수차의 형식은 어 떤 것이 적당한가를 살펴보아라."
ex-generation-0203-01,example,최신 발전공학,발전공학,7장 기력 발전의 개요,203,8.1,화력,True,True,"어느 화력발전소에서 과열기 출구의 증기기압이 174 [ 9/0기라고 한다. 이것 은 각각 몇 기압 [atalat 몇 [psilol 해당하는 것인가 171 Hata]=1,033[kg/em ] 이므로 174/1.033 = 168.5[ata] AUpsil]=0.0703 kg/em ] 이므로 174/0.0703 + 2.475[psi]"
ex-generation-0203-02,example,최신 발전공학,발전공학,7장 기력 발전의 개요,203,8.2,대기압력이,True,True,대기압력이 755[mmHg]e 때 복수기 내의 압력과 대기압과의 차가 735 [007191였다고 한다면 이때의 진공도는 얼마인가
ex-generation-0210-01,example,최신 발전공학,발전공학,8장 열역학,210,8.3,16,True,True,"16[]의 물 500[ 01이 100[ 의 증기로 변화하는 데에는 몇 [08 의 열량을 필요로 하는가 또, 이것을 [814 ]로 나타내면 얼마로 되겠는가 수온을 100 [1] 높이는 데 필요한 열량 Oe Q, =500(100-16) = 42,000[keal] 다음 증기화하는 데 필요한 열량 QE 100 [ C] 9] 온수 [kg]o] 100[C]9] 건조 포화 증기로 변화하는 데 599[ 0811의 AHS 필요로 하므로 Q, = 539 x 500 = 269,50"
ex-generation-0211-01,example,최신 발전공학,발전공학,8장 열역학,211,8.5,어느,True,True,"어느 물질 1[ 91이 압력 1[ko/om ], 부피 0.86[00의 상태로부터 압력 5 [ka/cm ], 부피 0.2[m ]2] 상태로 변화하였다. 이 변화에서 내부 에너지 변화는 없었던 것으로 한다면 엔탈피의 증가는 얼마인가 처음 상태에서의 엔탈피를 1,, 최종상태에서의 엔탈피를 ,라고 하면 상태 변화에 따 른 엔탈피의 증가는 di=dU+ AdW 로부터 ni, =(Q-U)+A(AY-PY) 제의에 따라 U, = HBS ig 4 =A(P,K- PY) = we x"
ex-generation-0214-01,example,최신 발전공학,발전공학,8장 열역학,214,8.6,보일러,True,True,"보일러 연소실을 나올 때 800[ 인 연소가스의 온도가 BO] 입구에서는 130 [ㄷ]까지 내려가 있다고 한다. 이 경우 가스의 체적은 머느 정도 감소되었 겠는가 절대온도 TAA 체적 인 가스가 같은 압력 하에서 BALE TZ 되었을 때의 체 적을 라고 하면 %_D yh 지금 연소실 출구의 연소가스의 체적을 Vi, SH 입구의 체적을 라고 한다. 한편 제의에 따라"
ex-generation-0228-01,example,최신 발전공학,발전공학,8장 열역학,228,8.12,터빈,True,True,"_ 재열식 기력발전소에서 온도 538[ㅇ], 기압 1691 9/073], 엔탈피 815 [kcal/kg] 의 증기를 터빈의 고압단에 사용하였더니 기압 25[ 9/00 ], 엔탈피 694 [kcal/kg]2] 증기로 되었다. 이 증기 전부를 재열기에서 재열하여 온도 538[], 엔탈피 848[kcal/kg]= 해 서 터빈의 중압단 이하에 사용하여 기압 0.050 9/07 절대압력)의 복수기에 배기하였다. 폐기의 엔탈피는 542[ 68/ 9], 복수의 온도는 32["
ex-generation-0239-01,example,최신 발전공학,발전공학,8장 열역학,239,8.17,화력,True,True,"화력발전소에서 1 띠의 석탄으로 발생할 수 있는 전력량은 몇 [ ]인가 단, 석탄의 발열량은 5,500[ 608 /9], 발전소의 효율은 34[%]라고 한다."
ex-generation-0240-01,example,최신 발전공학,발전공학,8장 열역학,240,8.18,송전,True,True,"출력 500,000[ 0/4 로 운전 중인 화력발전소가 발열량 10,000[ ㅇ8/)]의 SF 를 매시간당 107 [ki] 사용하고 있다고 한다. 이 발전기의 열효율 7 및 송전단 열효율 7,2 구하여라."
ex-generation-0240-02,example,최신 발전공학,발전공학,8장 열역학,240,8.19,화력,True,True,"최대출력 400[41의 화력발전소가 일부하율 90[% 로 운전하고 있다. 중유의 BASS 9,600[kcal/ ], 발전소의 열효율을 39.21%]라고 한다면 이 발전소의 하루 동안의 중유 소비량은 얼마 [0]가 되겠는가 먼저 하루(24시간)의 발생 전력량 kWh W= 400 x 10 x 0.9 x 24 = 8,640 x 10 [kWh] 이다. 7 =39.2[%], H=9,600[kcal/t]7 주어져 있으므로 연료의 소비량 BE 4] (8.51)로부터 _ 86"
ex-generation-0241-01,example,최신 발전공학,발전공학,8장 열역학,241,8.20,기력발전소에서,True,True,"기력발전소에서 1일에 5,000[1의 석탄을 소비하고 있다. 석탄의 발열량은 6,000[kcal/kg], 발전소 효율이 30[%]라고 할 때 이 발전소에서 1일간에 발생 할 수 있는 전력량 [kwh] 및 이 발전소의 평균출력 [kw]s 계산하여라."
ex-generation-0242-01,example,최신 발전공학,발전공학,8장 열역학,242,8.22,화력,True,True,"_ 현재 우리나라의 주요 석탄화력발전소의 발전기 최대출력은 500,000[ ]급 이다. 쓰발전소는 이러한 발전기를 6대 설치해서 일부하율 90[%]로 운전하고 있다. 이 발전소가 한달(30일) 동안에 소비할 석탄량을 구하여라."
ex-generation-0242-02,example,최신 발전공학,발전공학,8장 열역학,242,8.23,송전,True,True,"수력 발전소와 화력발전소로부터 수용단에서 최대전력 200,000[kW], 연부하 율 70[%]의 부하에 대하여 전력을 공급하고 있다. 수력 발전소의 출력이 150,000[kW], 연이용률이 60[%]라고 하면 화력발전소의 연간 석탄 소비량은 얼마인가 단, 수력 발전소로부터 수용단까지의 SHAMS 10 [%], 화력발전 소로부터의 송전손실은 무시하고, 화력발전소의 석탄 소비율은 0.65 [kg/kWh] 라고 한다. 수용단의 연간 수용 전력량 7[ 는 W = 200"
ex-generation-0243-01,example,최신 발전공학,발전공학,8장 열역학,243,8.24,화력,True,True,"최대 출력 SOO[MW], 부하을 70[%]로 발열량 9800[kcal/ ]91 SSS 연소하면 A 운전하는 화력발전소가 있다. 이 발전소의 열효율이 39[%]라고 할 때 (1) 1일간의 중유 소요량 (2) 1 [kwh] 당의 발전원가 를 구하여라."
ex-generation-0244-01,example,최신 발전공학,발전공학,8장 열역학,244,8.25,송전,True,False,출력 GORE [kW] 발전기의 발전원가 (발전단 및 송전단)를 계산하여라.
tx-generation-0247-01,exercise,최신 발전공학,발전공학,8장 열역학,247,9,터빈,True,True,"2Y 120[kg/cm ], 22 773[ ]의 증기 터빈 내에서 열팽창할 경우, 그 팽창도중의 40687027]에서 1단 추기를 할 때 이 재생 사이클의 열효율을 구하여라. 또, 이때의 추 기증기의 비율도 구하여라. 단, 복수기 내의 압력은 0.04[68/07 ]라 하고, 급수 가열 기는 표면식이라 한다."
