status,priority,book,subject,page,numberCandidate,markerType,ocrLine,ocrPreview,extractedIds,extractedQuestion
추출됨,낮음,최신 발전공학,발전공학,162,6.13,word,(예제 6.13 정격 회전수 375[ 607 의 프란시스 수차가 전부하 SHS 하고 있을 때 갑자기,(예제 6.13 정격 회전수 375[ 607 의 프란시스 수차가 전부하 SHS 하고 있을 때 갑자기 부하가 차단되었기 때문에 수차의 속도가 상승하였다. 이때의 속도 변동률이 25 [%]였다고 하면 수차의 속도 상승시의 회전수는 몇 [ 007]이었겠는가,ex-generation-0162-01,"정격 회전수 375[ 607 의 프란시스 수차가 전부하 SHS 하고 있을 때 갑자기 부하가 차단되었기 때문에 수차의 속도가 상승하였다. 이때의 속도 변동률이 25 [%]였다고 하면 수차의 속도 상승시의 회전수는 몇 [ 007]이었겠는가 속도 WEE 의 정의식은 = a 100%) 여기서, 2 정격 BASE [rpm] N 변화하였을 때의 회전속도 [rpm] 따라서 N= N,(1 +e) =375("
추출됨,낮음,최신 발전공학,발전공학,163,6.15,word,"(예제 6.15 정격출력 50,0000 4 의 수차 발전기가 6072 의 전력계통에 접속되어 전부","(예제 6.15 정격출력 50,0000 4 의 수차 발전기가 6072 의 전력계통에 접속되어 전부 하, 정격 주파수로 운전 중에 있다. 여기서 이 계통에 접속되어 있던 일부의 부 하가 갑자기 차단되어 주파수가 60.3[[12 로 상승하였다고 하면 발전기 출력",ex-generation-0163-01,"정격출력 50,0000 4 의 수차 발전기가 6072 의 전력계통에 접속되어 전부 하, 정격 주파수로 운전 중에 있다. 여기서 이 계통에 접속되어 있던 일부의 부 하가 갑자기 차단되어 주파수가 60.3[[12 로 상승하였다고 하면 발전기 출력 kw] 어떻게 되겠는가 단, 수차 발전기의 속도 조정를은 4[%]라 하고 조속 기 특성은 직선이라고 한다. 속도 조정률의 일반식은 M- 2 b= oR "
추출됨,낮음,최신 발전공학,발전공학,165,617,word,"(여제 617 정격출력 700[4 ] 및 1,000[MW12 대의 발전기가 무부하로 병렬 운전하고","(여제 617 정격출력 700[4 ] 및 1,000[MW12 대의 발전기가 무부하로 병렬 운전하고 있다. 발전기의 속도 조정률이 각각 2.5[%] 및 3.0[%]로 설정되어 있다면 부하 1,300[Mw]2 때의 각 발전기의 출력은 얼마이겠는가",ex-generation-0165-01,"정격출력 700[4 ] 및 1,000[MW12 대의 발전기가 무부하로 병렬 운전하고 있다. 발전기의 속도 조정률이 각각 2.5[%] 및 3.0[%]로 설정되어 있다면 부하 1,300[Mw]2 때의 각 발전기의 출력은 얼마이겠는가 무부하, 기준 FHS (AS 병렬운전하고 있는 상태에서는 그림 6,392 같이 조속기 특성이 설정되어 있다. 즉, Fo rie i 수 Fe seen pe a (Hz)"
추출됨,낮음,최신 발전공학,발전공학,166,6.18,word,(예제 6.18 그림 6.40과 같이 2대의 발전기가 병렬문전하여 200[ / ]의 부하를 공급하고,"(예제 6.18 그림 6.40과 같이 2대의 발전기가 병렬문전하여 200[ / ]의 부하를 공급하고 있다. 이때 용량 100[Mw]e 발전기의 속도 ABS 6/는 4[%]이고, 용량 200 [Mw]e 8발전기의 속도 조정률 spo 4[%)(단, 속도 ABBE 어느 것이나 직",ex-generation-0166-01,"그림 6.40과 같이 2대의 발전기가 병렬문전하여 200[ / ]의 부하를 공급하고 있다. 이때 용량 100[Mw]e 발전기의 속도 ABS 6/는 4[%]이고, 용량 200 [Mw]e 8발전기의 속도 조정률 spo 4[%)(단, 속도 ABBE 어느 것이나 직 선 특성으로 가정함)라고 한다. 이 경우 양발전기의 조속기가 다같이 조속기 자 유운전(조속기 프리)한다고 하면 각 발전기의 부하분담은 "
추출됨,낮음,최신 발전공학,발전공학,178,6.24,word,"(여제 6.24 최대출력 BOOIMW], 총낙차 355[7의 순양수 발전소에서 단가 32[원/4]의","(여제 6.24 최대출력 BOOIMW], 총낙차 355[7의 순양수 발전소에서 단가 32[원/4]의 심야전력으로 양수할 경우, [ 당의 발전단가는 얼마로 되겠는가 단, 손실낙차(발전 시, 양수 시 같다고 본다) 5 [0]",ex-generation-0178-01,"최대출력 BOOIMW], 총낙차 355[7의 순양수 발전소에서 단가 32[원/4]의 심야전력으로 양수할 경우, [ 당의 발전단가는 얼마로 되겠는가 단, 손실낙차(발전 시, 양수 시 같다고 본다) 5 [0] 발전시의 기기효율 88[%] 양수시의 기기효율 851%] 1일의 발전시간(최대출력으로) 6[시간] 발전소의 건설비 840 [억 원] 건설비에 대한 연경비율 1 9[%] (양수 전력비는 제외"
추출됨,낮음,최신 발전공학,발전공학,190,7.1,word,"( 예제7.1 화력발전소에서 생기는 공해문제를 설명하고 이의 대책을 열거하여라,","( 예제7.1 화력발전소에서 생기는 공해문제를 설명하고 이의 대책을 열거하여라, 화력발전소에서 일어날 수 있는 공해로서는",ex-generation-0190-01,화력발전소에서 생기는 공해문제를 설명하고 이의 대책을 열거하여라
추출됨,낮음,최신 발전공학,발전공학,195,7.2,word,( 예제7.2 중간 부하용 화력발전소에서 계통 SSA 요구될 AAS 들어라.,( 예제7.2 중간 부하용 화력발전소에서 계통 SSA 요구될 AAS 들어라. 중간부하 분담은 주로 심야 경부하시를 제외한 주간과 야간에 많이 이루어지는데 이 를 담당한 발전소로서는 다음과 같은 조건을 충족시켜야 한다.,ex-generation-0195-01,"중간 부하용 화력발전소에서 계통 SSA 요구될 AAS 들어라. 중간부하 분담은 주로 심야 경부하시를 제외한 주간과 야간에 많이 이루어지는데 이 를 담당한 발전소로서는 다음과 같은 조건을 충족시켜야 한다. DAY 기동ㆍ정지가 가능할 것 기동이 신속하고, 기동손실이 적을 것 비교적 부하가 많이 걸리는 낮 동안에는 정격부하로 운전이 가능할 것 AFC 운전이 가능할 것 ("
추출됨,낮음,최신 발전공학,발전공학,195,7.3,word,( 에제7.3 기저 부하용 기력발전소와 첨두 부하응 기력발선소에 대해서 계통 SBA 특히,( 에제7.3 기저 부하용 기력발전소와 첨두 부하응 기력발선소에 대해서 계통 SBA 특히 유의하지 않으면 안 될 점에 대해 설명하여라. EDD 건지 기지 부하응 기력발전소는 매일매일 일정한 부하에 전력을 공급하는 발전소로서,ex-generation-0195-02,기저 부하용 기력발전소와 첨두 부하응 기력발선소에 대해서 계통 SBA 특히 유의하지 않으면 안 될 점에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,203,8.1,word,예제 8.1 어느 화력발전소에서 과열기 출구의 증기기압이 174 [ 9/0기라고 한다. 이것,"예제 8.1 어느 화력발전소에서 과열기 출구의 증기기압이 174 [ 9/0기라고 한다. 이것 은 각각 몇 기압 [atalat 몇 [psilol 해당하는 것인가 171 Hata]=1,033[kg/em ] 이므로",ex-generation-0203-01,"어느 화력발전소에서 과열기 출구의 증기기압이 174 [ 9/0기라고 한다. 이것 은 각각 몇 기압 [atalat 몇 [psilol 해당하는 것인가 171 Hata]=1,033[kg/em ] 이므로 174/1.033 = 168.5[ata] AUpsil]=0.0703 kg/em ] 이므로 174/0.0703 + 2.475[psi]"
추출됨,낮음,최신 발전공학,발전공학,203,8.2,word,예제 8.2 대기압력이 755[mmHg]e 때 복수기 내의 압력과 대기압과의 차가 735,예제 8.2 대기압력이 755[mmHg]e 때 복수기 내의 압력과 대기압과의 차가 735 [007191였다고 한다면 이때의 진공도는 얼마인가,ex-generation-0203-02,대기압력이 755[mmHg]e 때 복수기 내의 압력과 대기압과의 차가 735 [007191였다고 한다면 이때의 진공도는 얼마인가
추출됨,낮음,최신 발전공학,발전공학,210,8.3,word,( 에제 8.3 16[]의 물 500[ 01이 100[ 의 증기로 변화하는 데에는 몇 [08 의 열량을,"( 에제 8.3 16[]의 물 500[ 01이 100[ 의 증기로 변화하는 데에는 몇 [08 의 열량을 필요로 하는가 또, 이것을 [814 ]로 나타내면 얼마로 되겠는가 수온을 100 [1] 높이는 데 필요한 열량 Oe",ex-generation-0210-01,"16[]의 물 500[ 01이 100[ 의 증기로 변화하는 데에는 몇 [08 의 열량을 필요로 하는가 또, 이것을 [814 ]로 나타내면 얼마로 되겠는가 수온을 100 [1] 높이는 데 필요한 열량 Oe Q, =500(100-16) = 42,000[keal] 다음 증기화하는 데 필요한 열량 QE 100 [ C] 9] 온수 [kg]o] 100[C]9] 건조 포화 증기로 변화하는 데 599[ 0"
추출됨,낮음,최신 발전공학,발전공학,211,8.5,word,"( 예제 8.5 어느 물질 1[ 91이 압력 1[ko/om ], 부피 0.86[00의 상태로부터 압력 5","( 예제 8.5 어느 물질 1[ 91이 압력 1[ko/om ], 부피 0.86[00의 상태로부터 압력 5 [ka/cm ], 부피 0.2[m ]2] 상태로 변화하였다. 이 변화에서 내부 에너지 변화는 없었던 것으로 한다면 엔탈피의 증가는 얼마인가",ex-generation-0211-01,"어느 물질 1[ 91이 압력 1[ko/om ], 부피 0.86[00의 상태로부터 압력 5 [ka/cm ], 부피 0.2[m ]2] 상태로 변화하였다. 이 변화에서 내부 에너지 변화는 없었던 것으로 한다면 엔탈피의 증가는 얼마인가 처음 상태에서의 엔탈피를 1,, 최종상태에서의 엔탈피를 ,라고 하면 상태 변화에 따 른 엔탈피의 증가는 di=dU+ AdW 로부터 ni, =(Q-U)+A(AY-PY)"
추출됨,낮음,최신 발전공학,발전공학,214,8.6,word,( 예제 8.6 보일러 연소실을 나올 때 800[ 인 연소가스의 온도가 BO] 입구에서는,( 예제 8.6 보일러 연소실을 나올 때 800[ 인 연소가스의 온도가 BO] 입구에서는 130 [ㄷ]까지 내려가 있다고 한다. 이 경우 가스의 체적은 머느 정도 감소되었 겠는가,ex-generation-0214-01,"보일러 연소실을 나올 때 800[ 인 연소가스의 온도가 BO] 입구에서는 130 [ㄷ]까지 내려가 있다고 한다. 이 경우 가스의 체적은 머느 정도 감소되었 겠는가 절대온도 TAA 체적 인 가스가 같은 압력 하에서 BALE TZ 되었을 때의 체 적을 라고 하면 %_D yh 지금 연소실 출구의 연소가스의 체적을 Vi, SH 입구의 체적을 라고 한다. 한편 제의에 따라"
추출됨,낮음,최신 발전공학,발전공학,222,8.8,word,( 에제 8.8 랭킨 사이클은 기력발전소의 기본적인 열 사이클이다. 그림 8712는 랭킨 사이,( 에제 8.8 랭킨 사이클은 기력발전소의 기본적인 열 사이클이다. 그림 8712는 랭킨 사이 클을 나타내는 7 - 8 선도이다. 이 그림에서 다음 과정은 각각 기력발전소의 어떤 과정에 해당하는가를 설명하여라.,ex-generation-0222-01,랭킨 사이클은 기력발전소의 기본적인 열 사이클이다. 그림 8712는 랭킨 사이 클을 나타내는 7 - 8 선도이다. 이 그림에서 다음 과정은 각각 기력발전소의 어떤 과정에 해당하는가를 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,227,8.1,word,"(이제 8.1 . 추기00888)란 무엇인가 또, 이것을 하게 되는 이유를 설명하여라.","(이제 8.1 . 추기00888)란 무엇인가 또, 이것을 하게 되는 이유를 설명하여라. 중기터빈에서 그 팽창단락의 도중에서 끄집어 낸 증기를 추기라고 한다, 기력발전소 의 AHR] 낮은 것은 낭각수로 실려나가는 열량이 손실로 되기 때문이며, 배기의 잠",ex-generation-0227-01,". 추기00888)란 무엇인가 또, 이것을 하게 되는 이유를 설명하여라."
추출됨,낮음,최신 발전공학,발전공학,228,8.12,word,"(에제 8.12_ 재열식 기력발전소에서 온도 538[ㅇ], 기압 1691 9/073], 엔탈피 815 [kcal/kg]","(에제 8.12_ 재열식 기력발전소에서 온도 538[ㅇ], 기압 1691 9/073], 엔탈피 815 [kcal/kg] 의 증기를 터빈의 고압단에 사용하였더니 기압 25[ 9/00 ], 엔탈피 694 [kcal/kg]2] 증기로 되었다.",ex-generation-0228-01,"_ 재열식 기력발전소에서 온도 538[ㅇ], 기압 1691 9/073], 엔탈피 815 [kcal/kg] 의 증기를 터빈의 고압단에 사용하였더니 기압 25[ 9/00 ], 엔탈피 694 [kcal/kg]2] 증기로 되었다. 이 증기 전부를 재열기에서 재열하여 온도 538[], 엔탈피 848[kcal/kg]= 해 서 터빈의 중압단 이하에 사용하여 기압 0.050 9/07 절대압력)의 복수기에 "
추출됨,낮음,최신 발전공학,발전공학,232,814,word,(여제 814 수은 및 수중기를 사용하는 2유체 사이클 발전소의 계통도 및 T- 선도를 사,"(여제 814 수은 및 수중기를 사용하는 2유체 사이클 발전소의 계통도 및 T- 선도를 사 용해서 2유체 사이클을 설명하여라. 카르노 사이클은 온도 7, TA 동작하는 모든 열 사이클 중에서 가장 높은 열효",ex-generation-0232-01,수은 및 수중기를 사용하는 2유체 사이클 발전소의 계통도 및 T- 선도를 사 용해서 2유체 사이클을 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,235,8.16,word,(예제 8.16 기력발전에서의 열효율에 영향을 미치는 요소에 대해서 설명하여라.,"(예제 8.16 기력발전에서의 열효율에 영향을 미치는 요소에 대해서 설명하여라. 화력발전소의 열효을은 주로 SINUS, 증기온도, 추기단수 및 급수온도 등 증기가 갖",ex-generation-0235-01,기력발전에서의 열효율에 영향을 미치는 요소에 대해서 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,239,8.17,word,(예제 8.17 화력발전소에서 1 띠의 석탄으로 발생할 수 있는 전력량은 몇 [ ]인가,"(예제 8.17 화력발전소에서 1 띠의 석탄으로 발생할 수 있는 전력량은 몇 [ ]인가 단, 석탄의 발열량은 5,500[ 608 /9], 발전소의 효율은 34[%]라고 한다.",ex-generation-0239-01,"화력발전소에서 1 띠의 석탄으로 발생할 수 있는 전력량은 몇 [ ]인가 단, 석탄의 발열량은 5,500[ 608 /9], 발전소의 효율은 34[%]라고 한다."
추출됨,낮음,최신 발전공학,발전공학,240,8.18,word,"예제 8.18 출력 500,000[ 0/4 로 운전 중인 화력발전소가 발열량 10,000[ ㅇ8/)]의 SF","예제 8.18 출력 500,000[ 0/4 로 운전 중인 화력발전소가 발열량 10,000[ ㅇ8/)]의 SF 를 매시간당 107 [ki] 사용하고 있다고 한다. 이 발전기의 열효율 7 및 송전단 열효율 7,2 구하여라. 단, 소내율은 3.5 [%]라고 한다.",ex-generation-0240-01,"출력 500,000[ 0/4 로 운전 중인 화력발전소가 발열량 10,000[ ㅇ8/)]의 SF 를 매시간당 107 [ki] 사용하고 있다고 한다. 이 발전기의 열효율 7 및 송전단 열효율 7,2 구하여라."
추출됨,낮음,최신 발전공학,발전공학,240,8.19,word,(예제 8.19 최대출력 400[41의 화력발전소가 일부하율 90[% 로 운전하고 있다. 중유의,"(예제 8.19 최대출력 400[41의 화력발전소가 일부하율 90[% 로 운전하고 있다. 중유의 BASS 9,600[kcal/ ], 발전소의 열효율을 39.21%]라고 한다면 이 발전소의 하루 동안의 중유 소비량은 얼마 [0]가 되겠는가",ex-generation-0240-02,"최대출력 400[41의 화력발전소가 일부하율 90[% 로 운전하고 있다. 중유의 BASS 9,600[kcal/ ], 발전소의 열효율을 39.21%]라고 한다면 이 발전소의 하루 동안의 중유 소비량은 얼마 [0]가 되겠는가 먼저 하루(24시간)의 발생 전력량 kWh W= 400 x 10 x 0.9 x 24 = 8,640 x 10 [kWh] 이다. 7 =39.2[%], H=9,600[kcal/t"
추출됨,낮음,최신 발전공학,발전공학,241,8.20,word,"(예제 8.20 기력발전소에서 1일에 5,000[1의 석탄을 소비하고 있다. 석탄의 발열량은","(예제 8.20 기력발전소에서 1일에 5,000[1의 석탄을 소비하고 있다. 석탄의 발열량은 6,000[kcal/kg], 발전소 효율이 30[%]라고 할 때 이 발전소에서 1일간에 발생 할 수 있는 전력량 [kwh] 및 이 발전소의 평균출력 [kw]s 계산하여라.",ex-generation-0241-01,"기력발전소에서 1일에 5,000[1의 석탄을 소비하고 있다. 석탄의 발열량은 6,000[kcal/kg], 발전소 효율이 30[%]라고 할 때 이 발전소에서 1일간에 발생 할 수 있는 전력량 [kwh] 및 이 발전소의 평균출력 [kw]s 계산하여라."
추출됨,낮음,최신 발전공학,발전공학,242,8.22,word,"예제 8.22_ 현재 우리나라의 주요 석탄화력발전소의 발전기 최대출력은 500,000[ ]급","예제 8.22_ 현재 우리나라의 주요 석탄화력발전소의 발전기 최대출력은 500,000[ ]급 이다. 쓰발전소는 이러한 발전기를 6대 설치해서 일부하율 90[%]로 운전하고 있다. 이 발전소가 한달(30일) 동안에 소비할 석탄량을 구하여라. Et 석탄의 발",ex-generation-0242-01,"_ 현재 우리나라의 주요 석탄화력발전소의 발전기 최대출력은 500,000[ ]급 이다. 쓰발전소는 이러한 발전기를 6대 설치해서 일부하율 90[%]로 운전하고 있다. 이 발전소가 한달(30일) 동안에 소비할 석탄량을 구하여라."
추출됨,낮음,최신 발전공학,발전공학,242,8.23,word,"예제8.23 수력 발전소와 화력발전소로부터 수용단에서 최대전력 200,000[kW], 연부하","예제8.23 수력 발전소와 화력발전소로부터 수용단에서 최대전력 200,000[kW], 연부하 율 70[%]의 부하에 대하여 전력을 공급하고 있다. 수력 발전소의 출력이 150,000[kW], 연이용률이 60[%]라고 하면 화력발전소의 연간 석탄 소비량은",ex-generation-0242-02,"수력 발전소와 화력발전소로부터 수용단에서 최대전력 200,000[kW], 연부하 율 70[%]의 부하에 대하여 전력을 공급하고 있다. 수력 발전소의 출력이 150,000[kW], 연이용률이 60[%]라고 하면 화력발전소의 연간 석탄 소비량은 얼마인가 단, 수력 발전소로부터 수용단까지의 SHAMS 10 [%], 화력발전 소로부터의 송전손실은 무시하고, 화력발전소의 석탄 소비율은 0.65 [kg"
추출됨,낮음,최신 발전공학,발전공학,243,8.24,word,"(예제 8.24 최대 출력 SOO[MW], 부하을 70[%]로 발열량 9800[kcal/ ]91 SSS 연소하면","(예제 8.24 최대 출력 SOO[MW], 부하을 70[%]로 발열량 9800[kcal/ ]91 SSS 연소하면 A 운전하는 화력발전소가 있다. 이 발전소의 열효율이 39[%]라고 할 때 (1) 1일간의 중유 소요량",ex-generation-0243-01,"최대 출력 SOO[MW], 부하을 70[%]로 발열량 9800[kcal/ ]91 SSS 연소하면 A 운전하는 화력발전소가 있다. 이 발전소의 열효율이 39[%]라고 할 때 (1) 1일간의 중유 소요량 (2) 1 [kwh] 당의 발전원가 를 구하여라."
추출됨,낮음,최신 발전공학,발전공학,244,8.25,word,(에제 8.25 출력 GORE [kW] 발전기의 발전원가 (발전단 및 송전단)를 계산하여라.,"(에제 8.25 출력 GORE [kW] 발전기의 발전원가 (발전단 및 송전단)를 계산하여라. 단, 건설단가 800,000[원//] 이용률 70[%]",ex-generation-0244-01,출력 GORE [kW] 발전기의 발전원가 (발전단 및 송전단)를 계산하여라.
추출됨,낮음,최신 발전공학,발전공학,256,9.1,word,( 예제 9.1 관류 보일러에 대해서 간단히 설명하고 이 관류 보일러 제어의 특징에 대해 설,( 예제 9.1 관류 보일러에 대해서 간단히 설명하고 이 관류 보일러 제어의 특징에 대해 설 명하여라. 관류 보일러는 SAIS 분리기)이 없는 보일러로서 여기서는 급수펌프로 물이 파,ex-generation-0256-01,"관류 보일러에 대해서 간단히 설명하고 이 관류 보일러 제어의 특징에 대해 설 명하여라. 관류 보일러는 SAIS 분리기)이 없는 보일러로서 여기서는 급수펌프로 물이 파 이프(쓸)의 한 끝으로부터 공급되어 절탄기, 증발수관, 과열기를 거치면서 곧바로 과 열 중기로 되어 반대편 끝단으로 나오기 때문에 중간에 물의 순환은 없다. 따라서 이 관류 보일러의 장점은 드럼이 없고 또한 강제 순환형과 마찬가"
추출됨,낮음,최신 발전공학,발전공학,259,9.2,word,"( 예제9.2 급수의 엔탈피 15,04[kcal/kg], 압력 160 9/00 ], 보일러 출구의 증기 엔탈피","( 예제9.2 급수의 엔탈피 15,04[kcal/kg], 압력 160 9/00 ], 보일러 출구의 증기 엔탈피 703.2[ 081/ 9]를 3001 발생하는 보일러가 있다. 저위 발열량 5.5000 08/91 인 석탄을 시간당 4.690[ 9] 소비한다고 할 경우 이 보일러의 효율은 얼마인",ex-generation-0259-01,"급수의 엔탈피 15,04[kcal/kg], 압력 160 9/00 ], 보일러 출구의 증기 엔탈피 703.2[ 081/ 9]를 3001 발생하는 보일러가 있다. 저위 발열량 5.5000 08/91 인 석탄을 시간당 4.690[ 9] 소비한다고 할 경우 이 보일러의 효율은 얼마인 가 제의에 따라 . = SLB 급수량은 같다.) i, =15.04 [kcal/kg] i, = 703.2 [kcal/k"
추출됨,낮음,최신 발전공학,발전공학,265,9.4,word,( 예제 9.4 LNG Ｌ6에 대해 설명하여라.,( 예제 9.4 LNG Ｌ6에 대해 설명하여라. 먼저 LNGE 액화 천연가스(11001860 Natural 089)의 약자로서 이것은 가스전이,ex-generation-0265-01,LNG Ｌ6에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,265,9.5,word,( 예제 9.5 LNG 연료의 득징에 대해 설명하여라.,( 예제 9.5 LNG 연료의 득징에 대해 설명하여라. 최근 저공해 연료로서 APS 받고 있는 1040에는 다음과 같은 특징이 있다.,ex-generation-0265-02,LNG 연료의 득징에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,266,9.6,word,( 예제 9.6 매시간당 70[[의 BSS 사용하고 있는 화력발전소의 보일러에서 연소에 필요,"( 예제 9.6 매시간당 70[[의 BSS 사용하고 있는 화력발전소의 보일러에서 연소에 필요 한 이론 공기량 [Nm /h] 및 실제의 공기 소요량 [Nm Je 얼마인가 단, 중유의 화학성분(중량)은 탄소 C=85[%], 수소 H=12[%], 유황 6=21%]라 하고 각 성",ex-generation-0266-01,"매시간당 70[[의 BSS 사용하고 있는 화력발전소의 보일러에서 연소에 필요 한 이론 공기량 [Nm /h] 및 실제의 공기 소요량 [Nm Je 얼마인가 단, 중유의 화학성분(중량)은 탄소 C=85[%], 수소 H=12[%], 유황 6=21%]라 하고 각 성 분의 원자량은 각각 12, 1, 32 그리고 공기의 산소농도는 21.%]라고 한다. 먼저 중유 중에 포함되는 0, 및 SS 계산한다. C"
추출됨,낮음,최신 발전공학,발전공학,275,9.8,word,( 예제9.8 보일러 자동제어에 대해 간단히 설명하여라.,( 예제9.8 보일러 자동제어에 대해 간단히 설명하여라. Ey Beal 자동제어의 목적은 규정의 증기 압력ㆍ온도 하에서 필요한 양의 중기를 안정,ex-generation-0275-01,보일러 자동제어에 대해 간단히 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,279,9.9,word,( 예제 9.9 화력발전소에서 1[ ]의 석탄으로 발생할 수 있는 전력량은 몇 [kwh]el7t,"( 예제 9.9 화력발전소에서 1[ ]의 석탄으로 발생할 수 있는 전력량은 몇 [kwh]el7t 단, 석탄의 발열량은 6,000[ 608 / 9], 발전소의 효율은 36[%]라고 한다. 석탄 1 [1]의 발열량 중에서 전력으로 변환된 총열량 QE",ex-generation-0279-01,"화력발전소에서 1[ ]의 석탄으로 발생할 수 있는 전력량은 몇 [kwh]el7t 단, 석탄의 발열량은 6,000[ 608 / 9], 발전소의 효율은 36[%]라고 한다. 석탄 1 [1]의 발열량 중에서 전력으로 변환된 총열량 QE Q=1,000 x 6,000 x 0.36 = 21.6 x 10 [kcal] 한편 1[kWhl 860 160811이므로 이 OB 전력량 LS 환산하면"
추출됨,낮음,최신 발전공학,발전공학,280,9.10,word,"(예제 9.10 석탄화력발전소에서 매일 최대출력 80,000[kW], 부하율 90[%]로 30일간 연","(예제 9.10 석탄화력발전소에서 매일 최대출력 80,000[kW], 부하율 90[%]로 30일간 연 속운전할 경우 필요한 석탄량은 몇 [1]인가 단, 열효율은 35[%], 보일러 효율 은 85[%], 터빈 SBS 85[%], 발전기 효율은 98[%]라 하고 석탄의 발열량은",ex-generation-0280-01,"석탄화력발전소에서 매일 최대출력 80,000[kW], 부하율 90[%]로 30일간 연 속운전할 경우 필요한 석탄량은 몇 [1]인가 단, 열효율은 35[%], 보일러 효율 은 85[%], 터빈 SBS 85[%], 발전기 효율은 98[%]라 하고 석탄의 발열량은 5,500[ 6081/ 9]라고 한다. 먼저 30일간의 전력 발생량 BE E= 80,000 x 0.9 x 24 x 30 = 51.84 "
추출됨,낮음,최신 발전공학,발전공학,286,9.12,word,(예제 9.12 회분 30[%]를 포함한 석탄을 매시간마다 40[ 의 비율로 태우는 미분탄 연소,(예제 9.12 회분 30[%]를 포함한 석탄을 매시간마다 40[ 의 비율로 태우는 미분탄 연소 보일러가 있다. 연소 시에 생기는 재의 약 20[%]가 화로의 바닥에 떨어지고 나 머지 80[%]는 연소가스와 함께 연도로 운반되는 것으로 한다. 연도에 집진장치,ex-generation-0286-01,"회분 30[%]를 포함한 석탄을 매시간마다 40[ 의 비율로 태우는 미분탄 연소 보일러가 있다. 연소 시에 생기는 재의 약 20[%]가 화로의 바닥에 떨어지고 나 머지 80[%]는 연소가스와 함께 연도로 운반되는 것으로 한다. 연도에 집진장치 를 설치해서 이 비산회(1/351))를 채취한다면 하루에 몇 [ ]의 재가 채취되겠는 가 단, 집진효율은 90[%]라고 한다. 1일의 전체 회분량은 4"
추출됨,낮음,최신 발전공학,발전공학,286,9.13,word,( 예제 9.13 기력발전소에서의 공해 방지대책으로서 각광을 받고 있는 SAR (SOx 제거),( 예제 9.13 기력발전소에서의 공해 방지대책으로서 각광을 받고 있는 SAR (SOx 제거) 와 탈초장치(40× 제거)에 대해서 설명하여라. 0) 탈유장치(유황산화몰 제거),ex-generation-0286-02,기력발전소에서의 공해 방지대책으로서 각광을 받고 있는 SAR (SOx 제거) 와 탈초장치(40× 제거)에 대해서 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,295,9.15,word,"(예제9.15 증발량 40007], 압력 120[1 9/07 의 보일러에 급수펌프 2 대로 급수하고 있","(예제9.15 증발량 40007], 압력 120[1 9/07 의 보일러에 급수펌프 2 대로 급수하고 있 다. 급수펌프의 평균효율을 75[%]라고 하면 이것을 운전하는 전동기의 용량은 몇 [1/]면 적당하겠는가",ex-generation-0295-01,"증발량 40007], 압력 120[1 9/07 의 보일러에 급수펌프 2 대로 급수하고 있 다. 급수펌프의 평균효율을 75[%]라고 하면 이것을 운전하는 전동기의 용량은 몇 [1/]면 적당하겠는가 펌프의 소요동력을 [100], 소요수위를 Alm), 급수량을 [ㅠ /9], 펌프 효율을 7, 라고 하면 p= 28QH % 일반적으로 급수 펌프일 경우에는 Me 1.3배, 는 1.5배 정도로 설계하는 "
추출됨,낮음,최신 발전공학,발전공학,295,9.16,word,(이제 9.16 우리나라의 기력발전소에서는 관류 보일러를 많이 쓰고 있다. 관류 보일러의,(이제 9.16 우리나라의 기력발전소에서는 관류 보일러를 많이 쓰고 있다. 관류 보일러의 급수처리에서 특히 유의해야 할 점에 대해서 설명하여라. 관류 보일러에서 중기와 수분의 분리기가 없는 것에서는 FEBS 강제추기(610,ex-generation-0295-02,우리나라의 기력발전소에서는 관류 보일러를 많이 쓰고 있다. 관류 보일러의 급수처리에서 특히 유의해야 할 점에 대해서 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,296,917,word,(예제917 대용량 석탄화력의 환경보존 대책에 대해 설명하여라.,"(예제917 대용량 석탄화력의 환경보존 대책에 대해 설명하여라. 우리나라의 대용량 화력발전소는 대부분 유연탄 연소방식으로서. 연소 후 발생하는 배연, 분진, 유해가스(60,, NO.) Fo] 주된 환경장애 요인으로 나타나고 있다.",ex-generation-0296-01,대용량 석탄화력의 환경보존 대책에 대해 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,310,10.1,word,(예제10.1 속도복식 충동터빈. 압력복식 충동터빈에 대해 설명하여라.,"(예제10.1 속도복식 충동터빈. 압력복식 충동터빈에 대해 설명하여라. 그림 10.10 (8/에서와 같은 단식충동 터빈에서는 1단에서 전압력 강하를 해서 속도 를 얻고 있기 때문에 고속회전 터빈(10,000~30,000[050ㅁ))으로 되어 출력도 작은",ex-generation-0310-01,속도복식 충동터빈. 압력복식 충동터빈에 대해 설명하여라.
